,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,DATE,TIME,DAY,MIN,DATETIME,MATCH_TENTH_KM
3318,3318,192079536,3502,,MISSING PERSON - LOCATED,C6,200,0,2019-10-01 9:00,2019,10,Tuesday,9,,W BROADWAY,42.341287,-71.054679,"(42.34128700, -71.05467900)",2019-10-01,9:00,1,0,2019-10-01 9:00,TRUE
3330,3330,I192076770,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,200,,2019-09-23 12:00,2019,9,Monday,12,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-09-23,12:00,23,0,2019-09-23 12:00,TRUE
3345,3345,I192065323,3114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,2019-08-19 7:30,2019,8,Monday,7,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-08-19,7:30,19,30,2019-08-19 7:30,TRUE
3383,3383,I192042413,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,200,,2019-06-05 12:00,2019,6,Wednesday,12,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-06-05,12:00,5,0,2019-06-05 12:00,TRUE
3386,3386,I192040950,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,200,,2019-05-31 12:00,2019,5,Friday,12,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-05-31,12:00,31,0,2019-05-31 12:00,TRUE
3392,3392,I192038769,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,200,,2019-05-24 8:51,2019,5,Friday,8,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-05-24,8:51,24,51,2019-05-24 8:51,TRUE
3393,3393,I192038769,2647,Other,THREATS TO DO BODILY HARM,C6,200,,2019-05-24 8:51,2019,5,Friday,8,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-05-24,8:51,24,51,2019-05-24 8:51,TRUE
3395,3395,I192036005,3201,Property Lost,PROPERTY - LOST,C6,200,,2019-05-15 10:36,2019,5,Wednesday,10,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-05-15,10:36,15,36,2019-05-15 10:36,TRUE
3396,3396,I192036147,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,200,,2019-05-15 7:30,2019,5,Wednesday,7,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-05-15,7:30,15,30,2019-05-15 7:30,TRUE
3400,3400,I192034706,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,C6,200,,2019-05-10 11:40,2019,5,Friday,11,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-05-10,11:40,10,40,2019-05-10 11:40,TRUE
3405,3405,I192033863,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,200,,2019-05-07 7:30,2019,5,Tuesday,7,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-05-07,7:30,7,30,2019-05-07 7:30,TRUE
3416,3416,I192030179,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,C6,200,,2019-04-24 7:30,2019,4,Wednesday,7,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-04-24,7:30,24,30,2019-04-24 7:30,TRUE
3434,3434,I192023898,2623,Other,OBSCENE MATERIALS - PORNOGRAPHY,C6,200,,2019-04-01 11:38,2019,4,Monday,11,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-04-01,11:38,1,38,2019-04-01 11:38,TRUE
3436,3436,I192022610,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,200,,2019-03-26 15:00,2019,3,Tuesday,15,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-03-26,15:00,26,0,2019-03-26 15:00,TRUE
3441,3441,I192019997,3201,Property Lost,PROPERTY - LOST,C6,200,,2019-03-18 11:09,2019,3,Monday,11,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-03-18,11:09,18,9,2019-03-18 11:09,TRUE
3442,3442,I192020411,724,Auto Theft,AUTO THEFT,C6,200,,2019-03-18 11:00,2019,3,Monday,11,Part One,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-03-18,11:00,18,0,2019-03-18 11:00,TRUE
3445,3445,I192018306,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,200,,2019-03-12 9:26,2019,3,Tuesday,9,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-03-12,9:26,12,26,2019-03-12 9:26,TRUE
3449,3449,I192014589,1874,Drug Violation,DRUGS - OTHER,C6,200,,2019-02-25 8:00,2019,2,Monday,8,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-02-25,8:00,25,0,2019-02-25 8:00,TRUE
3456,3456,I192010925,3207,Property Found,PROPERTY - FOUND,C6,200,,2019-02-11 7:45,2019,2,Monday,7,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-02-11,7:45,11,45,2019-02-11 7:45,TRUE
3462,3462,I192007940,3114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,2019-01-30 12:00,2019,1,Wednesday,12,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-01-30,12:00,30,0,2019-01-30 12:00,TRUE
3468,3468,I192004850,1874,Drug Violation,DRUGS - OTHER,C6,200,,2019-01-18 14:36,2019,1,Friday,14,Part Two,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-01-18,14:36,18,36,2019-01-18 14:36,TRUE
3469,3469,I192004728,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C6,200,,2019-01-18 9:03,2019,1,Friday,9,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-01-18,9:03,18,3,2019-01-18 9:03,TRUE
3471,3471,I192004002,3114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,2019-01-15 8:00,2019,1,Tuesday,8,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-01-15,8:00,15,0,2019-01-15 8:00,TRUE
3473,3473,I192003688,3114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,2019-01-14 8:00,2019,1,Monday,8,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-01-14,8:00,14,0,2019-01-14 8:00,TRUE
3475,3475,I192002352,3114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,2019-01-09 13:23,2019,1,Wednesday,13,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-01-09,13:23,9,23,2019-01-09 13:23,TRUE
3476,3476,I192002350,3114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,2019-01-09 13:22,2019,1,Wednesday,13,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-01-09,13:22,9,22,2019-01-09 13:22,TRUE
3477,3477,I192001771,3114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,2019-01-07 13:38,2019,1,Monday,13,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-01-07,13:38,7,38,2019-01-07 13:38,TRUE
3478,3478,I192001770,3114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,2019-01-07 13:37,2019,1,Monday,13,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)",2019-01-07,13:37,7,37,2019-01-07 13:37,TRUE
3495,3495,I192017884,617,Larceny,LARCENY THEFT FROM BUILDING,D4,154,,2019-02-19 12:00,2019,2,Tuesday,12,Part One,CONCORD SQ,42.34131756,-71.07878424,"(42.34131756, -71.07878424)",2019-02-19,12:00,19,0,2019-02-19 12:00,TRUE
3496,3496,I192002366,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,154,,2019-01-09 13:34,2019,1,Wednesday,13,Part Three,CONCORD SQ,42.34131756,-71.07878424,"(42.34131756, -71.07878424)",2019-01-09,13:34,9,34,2019-01-09 13:34,TRUE
3713,3713,I192054359,3410,Towed,TOWED MOTOR VEHICLE,D4,594,,2019-07-15 9:16,2019,7,Monday,9,Part Three,HUNTINGTON AVE,42.34155222,-71.0863228,"(42.34155222, -71.08632280)",2019-07-15,9:16,15,16,2019-07-15 9:16,TRUE
3775,3775,I192061803,3410,Towed,TOWED MOTOR VEHICLE,D4,154,,2019-08-08 8:04,2019,8,Thursday,8,Part Three,RUTLAND SQ,42.34173737,-71.07818565,"(42.34173737, -71.07818565)",2019-08-08,8:04,8,4,2019-08-08 8:04,TRUE
3776,3776,I192061255,3410,Towed,TOWED MOTOR VEHICLE,D4,154,,2019-08-06 9:40,2019,8,Tuesday,9,Part Three,RUTLAND SQ,42.34173737,-71.07818565,"(42.34173737, -71.07818565)",2019-08-06,9:40,6,40,2019-08-06 9:40,TRUE
3777,3777,I192048575,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,154,,2019-06-26 12:29,2019,6,Wednesday,12,Part Three,RUTLAND SQ,42.34173737,-71.07818565,"(42.34173737, -71.07818565)",2019-06-26,12:29,26,29,2019-06-26 12:29,TRUE
3782,3782,I192014792,3410,Towed,TOWED MOTOR VEHICLE,D4,154,,2019-02-26 11:25,2019,2,Tuesday,11,Part Three,RUTLAND SQ,42.34173737,-71.07818565,"(42.34173737, -71.07818565)",2019-02-26,11:25,26,25,2019-02-26 11:25,TRUE
3800,3800,192084624,1402,,VANDALISM,D4,164,0,2019-10-18 20:30,2019,10,Friday,20,,HARRISON AVE,42.341767,-71.066552,"(42.34176700, -71.06655200)",2019-10-18,20:30,18,30,2019-10-18 20:30,TRUE
3837,3837,192093300,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6, ,0,2019-11-18 9:30,2019,11,Monday,9,,,42.341824,-71.055503,"(42.34182400, -71.05550300)",2019-11-18,9:30,18,30,2019-11-18 9:30,TRUE
3937,3937,192086441,619,,LARCENY ALL OTHERS,D4,154,0,2019-10-25 11:02,2019,10,Friday,11,,RUTLAND SQ,42.341882,-71.078177,"(42.34188200, -71.07817700)",2019-10-25,11:02,25,2,2019-10-25 11:02,TRUE
3951,3951,I192005877,1402,Vandalism,VANDALISM,D4,158,,2019-01-22 19:30,2019,1,Tuesday,19,Part Two,AGUADILLA ST,42.34189304,-71.07408312,"(42.34189304, -71.07408312)",2019-01-22,19:30,22,30,2019-01-22 19:30,TRUE
3966,3966,I192032869,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,618,,2019-05-04 9:58,2019,5,Saturday,9,Part Three,GAINSBOROUGH ST,42.34190866,-71.0871609,"(42.34190866, -71.08716090)",2019-05-04,9:58,4,58,2019-05-04 9:58,TRUE
3987,3987,I192024502,3111,License Violation,LICENSE PREMISE VIOLATION,D4,145,,2019-04-03 13:27,2019,4,Wednesday,13,Part Three,MASSACHUSETTS AVE,42.34194788,-71.08362479,"(42.34194788, -71.08362479)",2019-04-03,13:27,3,27,2019-04-03 13:27,TRUE
4086,4086,I192070948,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C6,173,,2019-09-05 13:51,2019,9,Thursday,13,Part Two,DORCHESTER AVE,42.34210856,-71.05720719,"(42.34210856, -71.05720719)",2019-09-05,13:51,5,51,2019-09-05 13:51,TRUE
4089,4089,I192032901,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,173,,2019-05-04 10:59,2019,5,Saturday,10,Part Three,DORCHESTER AVE,42.34210856,-71.05720719,"(42.34210856, -71.05720719)",2019-05-04,10:59,4,59,2019-05-04 10:59,TRUE
4186,4186,I192014363,3114,Investigate Property,INVESTIGATE PROPERTY,D4,153,,2019-02-24 21:13,2019,2,Sunday,21,Part Three,W NEWTON ST,42.34225888,-71.07749696,"(42.34225888, -71.07749696)",2019-02-24,21:13,24,13,2019-02-24 21:13,TRUE
4221,4221,192099856,3115,,INVESTIGATE PERSON,C6,200,0,2019-12-11 11:00,2019,12,Wednesday,11,,W BROADWAY,42.342341,-71.056332,"(42.34234100, -71.05633200)",2019-12-11,11:00,11,0,2019-12-11 11:00,TRUE
4224,4224,192086468,3410,,TOWED MOTOR VEHICLE,C6,200,0,2019-10-25 11:13,2019,10,Friday,11,,W BROADWAY,42.342341,-71.056332,"(42.34234100, -71.05633200)",2019-10-25,11:13,25,13,2019-10-25 11:13,TRUE
4226,4226,192086309,3115,,INVESTIGATE PERSON,C6,200,0,2019-10-24 8:06,2019,10,Thursday,8,,W BROADWAY,42.342341,-71.056332,"(42.34234100, -71.05633200)",2019-10-24,8:06,24,6,2019-10-24 8:06,TRUE
4229,4229,I192064073,616,Larceny,LARCENY THEFT OF BICYCLE,C6,200,,2019-08-15 9:30,2019,8,Thursday,9,Part One,W BROADWAY,42.34234193,-71.05633276,"(42.34234193, -71.05633276)",2019-08-15,9:30,15,30,2019-08-15 9:30,TRUE
4232,4232,I192066698,1201,Embezzlement,EMBEZZLEMENT,C6,200,,2019-08-07 15:00,2019,8,Wednesday,15,Part Two,W BROADWAY,42.34234193,-71.05633276,"(42.34234193, -71.05633276)",2019-08-07,15:00,7,0,2019-08-07 15:00,TRUE
4238,4238,I192046181,2629,Harassment,HARASSMENT,C6,200,,2019-06-18 10:09,2019,6,Tuesday,10,Part Two,W BROADWAY,42.34234193,-71.05633276,"(42.34234193, -71.05633276)",2019-06-18,10:09,18,9,2019-06-18 10:09,TRUE
4240,4240,I192040843,3301,Verbal Disputes,VERBAL DISPUTE,C6,200,,2019-05-31 14:28,2019,5,Friday,14,Part Three,W BROADWAY,42.34234193,-71.05633276,"(42.34234193, -71.05633276)",2019-05-31,14:28,31,28,2019-05-31 14:28,TRUE
4241,4241,I192030351,301,Robbery,ROBBERY - STREET,C6,200,,2019-04-25 8:47,2019,4,Thursday,8,Part One,W BROADWAY,42.34234193,-71.05633276,"(42.34234193, -71.05633276)",2019-04-25,8:47,25,47,2019-04-25 8:47,TRUE
4242,4242,I192030351,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,200,,2019-04-25 8:47,2019,4,Thursday,8,Part One,W BROADWAY,42.34234193,-71.05633276,"(42.34234193, -71.05633276)",2019-04-25,8:47,25,47,2019-04-25 8:47,TRUE
4250,4250,I192078455,801,Simple Assault,ASSAULT - SIMPLE,D4,165,,2019-09-28 13:00,2019,9,Saturday,13,Part Two,ALBANY ST,42.34235207,-71.06280467,"(42.34235207, -71.06280467)",2019-09-28,13:00,28,0,2019-09-28 13:00,TRUE
4342,4342,I192053435,2619,Prisoner Related Incidents,FUGITIVE FROM JUSTICE,D4,626,,2019-07-12 3:30,2019,7,Friday,3,Part Two,JERSEY ST,42.34241899,-71.09678306,"(42.34241899, -71.09678306)",2019-07-12,3:30,12,30,2019-07-12 3:30,TRUE
4395,4395,I192024501,3111,License Violation,LICENSE PREMISE VIOLATION,D4,145,,2019-04-03 13:26,2019,4,Wednesday,13,Part Three,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.34243945, -71.08445530)",2019-04-03,13:26,3,26,2019-04-03 13:26,TRUE
4401,4401,I192046608,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,,2019-06-18 14:00,2019,6,Tuesday,14,Part Three,,42.3425037,-71.10178609,"(42.34250370, -71.10178609)",2019-06-18,14:00,18,0,2019-06-18 14:00,TRUE
4446,4446,I192027023,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,153,,2019-04-12 10:15,2019,4,Friday,10,Part One,PEMBROKE ST,42.34252789,-71.07678918,"(42.34252789, -71.07678918)",2019-04-12,10:15,12,15,2019-04-12 10:15,TRUE
4449,4449,I192014714,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,153,,2019-02-26 2:40,2019,2,Tuesday,2,Part Three,PEMBROKE ST,42.34252789,-71.07678918,"(42.34252789, -71.07678918)",2019-02-26,2:40,26,40,2019-02-26 2:40,TRUE
4478,4478,I192053108,2647,Other,THREATS TO DO BODILY HARM,D4,626,,2019-07-11 0:14,2019,7,Thursday,0,Part Two,QUEENSBERRY ST,42.34255587,-71.09807867,"(42.34255587, -71.09807867)",2019-07-11,0:14,11,14,2019-07-11 0:14,TRUE
4500,4500,192097752,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,165,0,2019-12-04 16:12,2019,12,Wednesday,16,,ALBANY ST,42.342559,-71.062708,"(42.34255900, -71.06270800)",2019-12-04,16:12,4,12,2019-12-04 16:12,TRUE
4633,4633,192092592,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,173,0,2019-11-15 15:30,2019,11,Friday,15,,W BROADWAY,42.342741,-71.057356,"(42.34274100, -71.05735600)",2019-11-15,15:30,15,30,2019-11-15 15:30,TRUE
4699,4699,I192071323,3410,Towed,TOWED MOTOR VEHICLE,C6,200,,2019-09-06 11:09,2019,9,Friday,11,Part Three,W THIRD ST,42.34281759,-71.05492396,"(42.34281759, -71.05492396)",2019-09-06,11:09,6,9,2019-09-06 11:09,TRUE
4713,4713,I192077600,3410,Towed,TOWED MOTOR VEHICLE,D4,626,,2019-09-25 19:35,2019,9,Wednesday,19,Part Three,JERSEY ST,42.34284239,-71.09698826,"(42.34284239, -71.09698826)",2019-09-25,19:35,25,35,2019-09-25 19:35,TRUE
4714,4714,I192077599,3410,Towed,TOWED MOTOR VEHICLE,D4,626,,2019-09-25 19:35,2019,9,Wednesday,19,Part Three,JERSEY ST,42.34284239,-71.09698826,"(42.34284239, -71.09698826)",2019-09-25,19:35,25,35,2019-09-25 19:35,TRUE
4759,4759,I192051352,616,Larceny,LARCENY THEFT OF BICYCLE,D4,165,,2019-07-02 9:54,2019,7,Tuesday,9,Part One,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)",2019-07-02,9:54,2,54,2019-07-02 9:54,TRUE
4786,4786,I192033213,3115,Investigate Person,INVESTIGATE PERSON,D4,165,,2019-05-05 12:28,2019,5,Sunday,12,Part Three,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)",2019-05-05,12:28,5,28,2019-05-05 12:28,TRUE
4849,4849,192099718,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,173,0,2019-12-11 13:15,2019,12,Wednesday,13,,,42.342855,-71.057168,"(42.34285500, -71.05716800)",2019-12-11,13:15,11,15,2019-12-11 13:15,TRUE
4922,4922,I192065299,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,153,,2019-08-15 23:00,2019,8,Thursday,23,Part One,W BROOKLINE ST,42.34295449,-71.07628128,"(42.34295449, -71.07628128)",2019-08-15,23:00,15,0,2019-08-15 23:00,TRUE
4929,4929,I192015314,3410,Towed,TOWED MOTOR VEHICLE,D4,153,,2019-02-28 9:41,2019,2,Thursday,9,Part Three,W BROOKLINE ST,42.34295449,-71.07628128,"(42.34295449, -71.07628128)",2019-02-28,9:41,28,41,2019-02-28 9:41,TRUE
4930,4930,I192014430,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,153,,2019-02-25 9:26,2019,2,Monday,9,Part Three,W BROOKLINE ST,42.34295449,-71.07628128,"(42.34295449, -71.07628128)",2019-02-25,9:26,25,26,2019-02-25 9:26,TRUE
4932,4932,192099218,619,,LARCENY ALL OTHERS,D14,776,0,2019-12-09 15:00,2019,12,Monday,15,,EUSTON RD,42.342955,-71.146821,"(42.34295500, -71.14682100)",2019-12-09,15:00,9,0,2019-12-09 15:00,TRUE
4944,4944,I192030755,619,Larceny,LARCENY ALL OTHERS,D4,145,,2019-04-08 17:00,2019,4,Monday,17,Part One,BLACKWOOD ST,42.34296464,-71.08244713,"(42.34296464, -71.08244713)",2019-04-08,17:00,8,0,2019-04-08 17:00,TRUE
5049,5049,192085939,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4, ,0,2019-10-23 16:06,2019,10,Wednesday,16,,,42.343192,-71.078512,"(42.34319200, -71.07851200)",2019-10-23,16:06,23,6,2019-10-23 16:06,TRUE
5064,5064,192098688,3301,,VERBAL DISPUTE,D14,786,0,2019-12-07 21:51,2019,12,Saturday,21,,COMMONWEALTH AVE,42.343225,-71.142957,"(42.34322500, -71.14295700)",2019-12-07,21:51,7,51,2019-12-07 21:51,TRUE
5076,5076,192081443,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,165,0,2019-10-08 13:45,2019,10,Tuesday,13,,E BERKELEY ST,42.343228,-71.06343,"(42.34322800, -71.06343000)",2019-10-08,13:45,8,45,2019-10-08 13:45,TRUE
5126,5126,192087744,3005,,SICK ASSIST,D4,165,0,2019-10-29 21:45,2019,10,Tuesday,21,,HARRISON AVE,42.343297,-71.064581,"(42.34329700, -71.06458100)",2019-10-29,21:45,29,45,2019-10-29 21:45,TRUE
5130,5130,192079159,617,,LARCENY THEFT FROM BUILDING,D4,165,0,2019-09-30 18:33,2019,9,Monday,18,,HARRISON AVE,42.343297,-71.064581,"(42.34329700, -71.06458100)",2019-09-30,18:33,30,33,2019-09-30 18:33,TRUE
5133,5133,I192003570,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C6,200,,2019-01-14 9:20,2019,1,Monday,9,Part Two,DORCHESTER AVE,42.3432972,-71.05720165,"(42.34329720, -71.05720165)",2019-01-14,9:20,14,20,2019-01-14 9:20,TRUE
5163,5163,192083727,801,,ASSAULT - SIMPLE,D4,163,0,2019-10-16 11:43,2019,10,Wednesday,11,,WASHINGTON ST,42.343346,-71.066431,"(42.34334600, -71.06643100)",2019-10-16,11:43,16,43,2019-10-16 11:43,TRUE
5187,5187,I192037287,616,Larceny,LARCENY THEFT OF BICYCLE,D4,144,,2019-05-19 11:26,2019,5,Sunday,11,Part One,MASSACHUSETTS AVE,42.34335843,-71.08576891,"(42.34335843, -71.08576891)",2019-05-19,11:26,19,26,2019-05-19 11:26,TRUE
5206,5206,192093783,3115,,INVESTIGATE PERSON,D4,164,0,2019-11-19 18:14,2019,11,Tuesday,18,,FAY ST,42.343391,-71.065381,"(42.34339100, -71.06538100)",2019-11-19,18:14,19,14,2019-11-19 18:14,TRUE
5298,5298,192094233,3410,,TOWED MOTOR VEHICLE,D14,786,0,2019-11-21 10:11,2019,11,Thursday,10,,WASHINGTON ST,42.343407,-71.142305,"(42.34340700, -71.14230500)",2019-11-21,10:11,21,11,2019-11-21 10:11,TRUE
5356,5356,192085676,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,2019-10-22 19:00,2019,10,Tuesday,19,,,42.343491,-71.064352,"(42.34349100, -71.06435200)",2019-10-22,19:00,22,0,2019-10-22 19:00,TRUE
5411,5411,I192052158,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,619,,2019-07-08 9:06,2019,7,Monday,9,Part Three,WESTLAND AVE,42.34355868,-71.08734146,"(42.34355868, -71.08734146)",2019-07-08,9:06,8,6,2019-07-08 9:06,TRUE
5416,5416,I192025368,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,619,,2019-04-06 12:00,2019,4,Saturday,12,Part Three,WESTLAND AVE,42.34355868,-71.08734146,"(42.34355868, -71.08734146)",2019-04-06,12:00,6,0,2019-04-06 12:00,TRUE
5422,5422,I192002663,1304,Recovered Stolen Property,PROPERTY - STOLEN THEN RECOVERED,D4,619,,2019-01-10 14:55,2019,1,Thursday,14,Part Two,WESTLAND AVE,42.34355868,-71.08734146,"(42.34355868, -71.08734146)",2019-01-10,14:55,10,55,2019-01-10 14:55,TRUE
5570,5570,I192064601,3410,Towed,TOWED MOTOR VEHICLE,D4,149,,2019-08-17 9:17,2019,8,Saturday,9,Part Three,BRADDOCK PARK,42.343747,-71.077891,"(42.34374700, -71.07789100)",2019-08-17,9:17,17,17,2019-08-17 9:17,TRUE
5592,5592,I192064396,2905,Violations,VAL - OPERATING WITHOUT LICENSE,D4,619,,2019-08-16 13:13,2019,8,Friday,13,Part Two,WESTLAND AVE,42.34376458,-71.08866865,"(42.34376458, -71.08866865)",2019-08-16,13:13,16,13,2019-08-16 13:13,TRUE
5593,5593,I192064376,3410,Towed,TOWED MOTOR VEHICLE,D4,619,,2019-08-16 11:48,2019,8,Friday,11,Part Three,WESTLAND AVE,42.34376458,-71.08866865,"(42.34376458, -71.08866865)",2019-08-16,11:48,16,48,2019-08-16 11:48,TRUE
5643,5643,I192011010,3207,Property Found,PROPERTY - FOUND,D4,160,,2019-02-11 13:15,2019,2,Monday,13,Part Three,HANSON ST,42.34379336,-71.07036271,"(42.34379336, -71.07036271)",2019-02-11,13:15,11,15,2019-02-11 13:15,TRUE
5720,5720,I192052415,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,209,,2019-07-08 10:00,2019,7,Monday,10,Part Three,SUMMER ST,42.34391063,-71.03856937,"(42.34391063, -71.03856937)",2019-07-08,10:00,8,0,2019-07-08 10:00,TRUE
5721,5721,I192044883,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,C6,209,,2019-06-13 9:45,2019,6,Thursday,9,Part One,SUMMER ST,42.34391063,-71.03856937,"(42.34391063, -71.03856937)",2019-06-13,9:45,13,45,2019-06-13 9:45,TRUE
5724,5724,192095794,801,,ASSAULT - SIMPLE,D4,619,0,2019-11-26 17:19,2019,11,Tuesday,17,,WESTLAND AVE,42.343917,-71.089675,"(42.34391700, -71.08967500)",2019-11-26,17:19,26,19,2019-11-26 17:19,TRUE
5725,5725,192089974,3301,,VERBAL DISPUTE,D4,619,0,2019-11-06 11:30,2019,11,Wednesday,11,,WESTLAND AVE,42.343917,-71.089675,"(42.34391700, -71.08967500)",2019-11-06,11:30,6,30,2019-11-06 11:30,TRUE
5729,5729,I192055529,3115,Investigate Person,INVESTIGATE PERSON,D4,619,,2019-07-18 19:10,2019,7,Thursday,19,Part Three,WESTLAND AVE,42.34391716,-71.08967541,"(42.34391716, -71.08967541)",2019-07-18,19:10,18,10,2019-07-18 19:10,TRUE
5936,5936,I192077000,3501,Missing Person Reported,MISSING PERSON,D4,624,,2019-09-24 11:53,2019,9,Tuesday,11,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)",2019-09-24,11:53,24,53,2019-09-24 11:53,TRUE
5975,5975,192090148,617,,LARCENY THEFT FROM BUILDING,D4,163,0,2019-11-04 13:30,2019,11,Monday,13,,E BERKELEY ST,42.34413,-71.066503,"(42.34413000, -71.06650300)",2019-11-04,13:30,4,30,2019-11-04 13:30,TRUE
6105,6105,I192055649,2647,Other,THREATS TO DO BODILY HARM,D4,620,,2019-07-18 19:30,2019,7,Thursday,19,Part Two,BURBANK ST,42.34430114,-71.0876183,"(42.34430114, -71.08761830)",2019-07-18,19:30,18,30,2019-07-18 19:30,TRUE
