,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,DATE,TIME,DAY,MIN,DATETIME,MATCH_TENTH_KM
7930,I192049450,2660,Other,OTHER OFFENSE,A7,27,,2019-06-29 1:11,2019,6,Saturday,1,Part Two,NEW ST,42.37072554,-71.04396244,"(42.37072554, -71.04396244)",2019-06-29,1:11,29,11,2019-06-29 01:11:00,FALSE
7931,I192049450,2405,Disorderly Conduct,DISORDERLY CONDUCT,A7,27,,2019-06-29 1:11,2019,6,Saturday,1,Part Two,NEW ST,42.37072554,-71.04396244,"(42.37072554, -71.04396244)",2019-06-29,1:11,29,11,2019-06-29 01:11:00,FALSE
7932,I192047554,3410,Towed,TOWED MOTOR VEHICLE,A7,27,,2019-06-23 0:02,2019,6,Sunday,0,Part Three,NEW ST,42.37072554,-71.04396244,"(42.37072554, -71.04396244)",2019-06-23,0:02,23,2,2019-06-23 00:02:00,FALSE
7933,I192003414,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,27,,2019-01-13 13:37,2019,1,Sunday,13,Part Three,NEW ST,42.37072554,-71.04396244,"(42.37072554, -71.04396244)",2019-01-13,13:37,13,37,2019-01-13 13:37:00,FALSE
7934,I192030275,2605,Offenses Against Child / Family,CONTRIBUTING TO DELINQUENCY OF MINOR,A7,27,,2019-04-24 21:30,2019,4,Wednesday,21,Part Two,HAVRE ST,42.37073489,-71.04028209,"(42.37073489, -71.04028209)",2019-04-24,21:30,24,30,2019-04-24 21:30:00,FALSE
7935,I192030275,2610,Other,TRESPASSING,A7,27,,2019-04-24 21:30,2019,4,Wednesday,21,Part Two,HAVRE ST,42.37073489,-71.04028209,"(42.37073489, -71.04028209)",2019-04-24,21:30,24,30,2019-04-24 21:30:00,FALSE
7936,192102907,3801,,M/V ACCIDENT - OTHER,A7, ,0,2019-12-22 17:18,2019,12,Sunday,17,,,42.370734999999996,-71.04028199999999,"(42.37073500, -71.04028200)",2019-12-22,17:18,22,18,2019-12-22 17:18:00,FALSE
7937,192082955,3301,,VERBAL DISPUTE,A7, ,0,2019-10-13 17:22,2019,10,Sunday,17,,,42.370734999999996,-71.04028199999999,"(42.37073500, -71.04028200)",2019-10-13,17:22,13,22,2019-10-13 17:22:00,FALSE
7938,202001507,1402,,VANDALISM,A7,29,0,2019-12-30 15:30,2019,12,Monday,15,,,42.370763000000004,-71.03777,"(42.37076300, -71.03777000)",2019-12-30,15:30,30,30,2019-12-30 15:30:00,FALSE
7939,192096604,3803,,M/V ACCIDENT - PERSONAL INJURY,A7,29,0,2019-11-29 23:03,2019,11,Friday,23,,,42.370763000000004,-71.03777,"(42.37076300, -71.03777000)",2019-11-29,23:03,29,3,2019-11-29 23:03:00,FALSE
7940,192087824,3006,,SICK/INJURED/MEDICAL - PERSON,A7, ,0,2019-10-30 9:37,2019,10,Wednesday,9,,,42.370763000000004,-71.03777,"(42.37076300, -71.03777000)",2019-10-30,9:37,30,37,2019-10-30 09:37:00,TRUE
7941,I192073250,3501,Missing Person Reported,MISSING PERSON,A7,907,,2019-08-06 0:00,2019,8,Tuesday,0,Part Three,LONDON ST,42.370793400000004,-71.04111507,"(42.37079340, -71.04111507)",2019-08-06,0:00,6,0,2019-08-06 00:00:00,FALSE
7942,I192020965,3207,Property Found,PROPERTY - FOUND,A7,907,,2019-03-21 17:06,2019,3,Thursday,17,Part Three,LONDON ST,42.370793400000004,-71.04111507,"(42.37079340, -71.04111507)",2019-03-21,17:06,21,6,2019-03-21 17:06:00,FALSE
7943,I192045201,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,A7,907,,2019-06-14 18:48,2019,6,Friday,18,Part Two,BORDER ST,42.37080805,-71.04292706,"(42.37080805, -71.04292706)",2019-06-14,18:48,14,48,2019-06-14 18:48:00,FALSE
7944,I192043976,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A7,907,,2019-06-10 16:20,2019,6,Monday,16,Part Three,BORDER ST,42.37080805,-71.04292706,"(42.37080805, -71.04292706)",2019-06-10,16:20,10,20,2019-06-10 16:20:00,FALSE
7945,I192035962,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,907,,2019-05-15 8:05,2019,5,Wednesday,8,Part Three,BORDER ST,42.37080805,-71.04292706,"(42.37080805, -71.04292706)",2019-05-15,8:05,15,5,2019-05-15 08:05:00,FALSE
7946,I192027303,1845,Drug Violation,DRUGS - POSS CLASS D,A7,907,,2019-04-13 14:58,2019,4,Saturday,14,Part Two,BORDER ST,42.37080805,-71.04292706,"(42.37080805, -71.04292706)",2019-04-13,14:58,13,58,2019-04-13 14:58:00,FALSE
7947,I192027303,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A7,907,,2019-04-13 14:58,2019,4,Saturday,14,Part Two,BORDER ST,42.37080805,-71.04292706,"(42.37080805, -71.04292706)",2019-04-13,14:58,13,58,2019-04-13 14:58:00,FALSE
7948,I192010119,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,907,Y,2019-02-07 11:00,2019,2,Thursday,11,Part One,BORDER ST,42.37080805,-71.04292706,"(42.37080805, -71.04292706)",2019-02-07,11:00,7,0,2019-02-07 11:00:00,FALSE
7949,I192010119,3114,Investigate Property,INVESTIGATE PROPERTY,A7,907,Y,2019-02-07 11:00,2019,2,Thursday,11,Part Three,BORDER ST,42.37080805,-71.04292706,"(42.37080805, -71.04292706)",2019-02-07,11:00,7,0,2019-02-07 11:00:00,FALSE
7950,I192008594,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",A7,907,,2019-02-02 10:02,2019,2,Saturday,10,Part Two,BORDER ST,42.37080805,-71.04292706,"(42.37080805, -71.04292706)",2019-02-02,10:02,2,2,2019-02-02 10:02:00,FALSE
7951,I192008594,3130,Search Warrants,SEARCH WARRANT,A7,907,,2019-02-02 10:02,2019,2,Saturday,10,Part Three,BORDER ST,42.37080805,-71.04292706,"(42.37080805, -71.04292706)",2019-02-02,10:02,2,2,2019-02-02 10:02:00,FALSE
7952,I192008594,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A7,907,,2019-02-02 10:02,2019,2,Saturday,10,Part Two,BORDER ST,42.37080805,-71.04292706,"(42.37080805, -71.04292706)",2019-02-02,10:02,2,2,2019-02-02 10:02:00,FALSE
7953,192104921,3115,,INVESTIGATE PERSON,A7,28,0,2019-12-31 1:45,2019,12,Tuesday,1,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-31,1:45,31,45,2019-12-31 01:45:00,FALSE
7954,192104915,724,,AUTO THEFT,A7,28,0,2019-12-30 13:00,2019,12,Monday,13,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-30,13:00,30,0,2019-12-30 13:00:00,FALSE
7955,192104709,3018,,SICK/INJURED/MEDICAL - POLICE,A7,28,0,2019-12-30 8:22,2019,12,Monday,8,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-30,8:22,30,22,2019-12-30 08:22:00,FALSE
7956,202002213,1107,,FRAUD - IMPERSONATION,A7,28,0,2019-12-30 0:00,2019,12,Monday,0,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-30,0:00,30,0,2019-12-30 00:00:00,FALSE
7957,192104743,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,2019-12-29 19:30,2019,12,Sunday,19,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-29,19:30,29,30,2019-12-29 19:30:00,FALSE
7958,192104303,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,2019-12-28 15:35,2019,12,Saturday,15,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-28,15:35,28,35,2019-12-28 15:35:00,FALSE
7959,192103865,301,,ROBBERY,A7,28,0,2019-12-26 17:30,2019,12,Thursday,17,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-26,17:30,26,30,2019-12-26 17:30:00,FALSE
7960,192104080,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,28,0,2019-12-26 17:00,2019,12,Thursday,17,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-26,17:00,26,0,2019-12-26 17:00:00,FALSE
7961,202003375,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A7,28,0,2019-12-24 16:00,2019,12,Tuesday,16,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-24,16:00,24,0,2019-12-24 16:00:00,FALSE
7962,192104091,619,,LARCENY ALL OTHERS,A7,28,0,2019-12-24 16:00,2019,12,Tuesday,16,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-24,16:00,24,0,2019-12-24 16:00:00,FALSE
7963,192103835,2007,,VIOLATION - RESTRAINING ORDER (NO ARREST),A7,28,0,2019-12-24 2:00,2019,12,Tuesday,2,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-24,2:00,24,0,2019-12-24 02:00:00,FALSE
7964,192103078,3201,,PROPERTY - LOST/ MISSING,A7,28,0,2019-12-23 11:49,2019,12,Monday,11,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-23,11:49,23,49,2019-12-23 11:49:00,FALSE
7965,192102688,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,28,0,2019-12-21 7:30,2019,12,Saturday,7,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-21,7:30,21,30,2019-12-21 07:30:00,FALSE
7966,192102514,3207,,PROPERTY - FOUND,A7,28,0,2019-12-21 2:45,2019,12,Saturday,2,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-21,2:45,21,45,2019-12-21 02:45:00,FALSE
7967,192103138,1402,,VANDALISM,A7,28,0,2019-12-20 15:15,2019,12,Friday,15,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-20,15:15,20,15,2019-12-20 15:15:00,FALSE
7968,192103608,1402,,VANDALISM,A7,28,0,2019-12-20 14:00,2019,12,Friday,14,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-20,14:00,20,0,2019-12-20 14:00:00,FALSE
7969,202011749,1107,,FRAUD - IMPERSONATION,A7,28,0,2019-12-20 10:00,2019,12,Friday,10,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-20,10:00,20,0,2019-12-20 10:00:00,FALSE
7970,192101715,2007,,VIOLATION - RESTRAINING ORDER (NO ARREST),A7,28,0,2019-12-17 12:30,2019,12,Tuesday,12,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-17,12:30,17,30,2019-12-17 12:30:00,FALSE
7971,192101227,3006,,SICK/INJURED/MEDICAL - PERSON,A7,28,0,2019-12-16 16:58,2019,12,Monday,16,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-16,16:58,16,58,2019-12-16 16:58:00,FALSE
7972,192101300,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,28,0,2019-12-16 7:30,2019,12,Monday,7,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-16,7:30,16,30,2019-12-16 07:30:00,FALSE
7973,192101175,3018,,SICK/INJURED/MEDICAL - POLICE,A7,28,0,2019-12-15 21:16,2019,12,Sunday,21,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-15,21:16,15,16,2019-12-15 21:16:00,FALSE
7974,192100874,801,,ASSAULT - SIMPLE,A7,28,0,2019-12-15 1:35,2019,12,Sunday,1,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-15,1:35,15,35,2019-12-15 01:35:00,FALSE
7975,192100758,3207,,PROPERTY - FOUND,A7,28,0,2019-12-14 19:33,2019,12,Saturday,19,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-14,19:33,14,33,2019-12-14 19:33:00,FALSE
7976,192100594,3201,,PROPERTY - LOST/ MISSING,A7,28,0,2019-12-14 9:30,2019,12,Saturday,9,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-14,9:30,14,30,2019-12-14 09:30:00,FALSE
7977,192100427,3115,,INVESTIGATE PERSON,A7,28,0,2019-12-13 19:45,2019,12,Friday,19,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-13,19:45,13,45,2019-12-13 19:45:00,FALSE
7978,192100301,3115,,INVESTIGATE PERSON,A7,28,0,2019-12-13 0:00,2019,12,Friday,0,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-13,0:00,13,0,2019-12-13 00:00:00,FALSE
7979,192100033,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,28,0,2019-12-12 11:30,2019,12,Thursday,11,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-12,11:30,12,30,2019-12-12 11:30:00,FALSE
7980,192099930,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,2019-12-12 9:15,2019,12,Thursday,9,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-12,9:15,12,15,2019-12-12 09:15:00,FALSE
7981,192099904,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,28,0,2019-12-11 22:15,2019,12,Wednesday,22,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-11,22:15,11,15,2019-12-11 22:15:00,FALSE
7982,192101240,3501,,MISSING PERSON,A7,28,0,2019-12-11 21:00,2019,12,Wednesday,21,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-11,21:00,11,0,2019-12-11 21:00:00,FALSE
7983,192100223,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,2019-12-11 21:00,2019,12,Wednesday,21,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-11,21:00,11,0,2019-12-11 21:00:00,FALSE
7984,192099913,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,2019-12-11 14:00,2019,12,Wednesday,14,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-11,14:00,11,0,2019-12-11 14:00:00,FALSE
7985,192103791,619,,LARCENY ALL OTHERS,A7,28,0,2019-12-11 12:37,2019,12,Wednesday,12,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-11,12:37,11,37,2019-12-11 12:37:00,FALSE
7986,192099843,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,A7,28,0,2019-12-10 22:00,2019,12,Tuesday,22,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-10,22:00,10,0,2019-12-10 22:00:00,FALSE
7987,192100376,3301,,VERBAL DISPUTE,A7,28,0,2019-12-10 17:07,2019,12,Tuesday,17,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-10,17:07,10,7,2019-12-10 17:07:00,FALSE
7988,192100008,724,,AUTO THEFT,A7,28,0,2019-12-10 16:00,2019,12,Tuesday,16,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-10,16:00,10,0,2019-12-10 16:00:00,FALSE
7989,192099559,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,28,0,2019-12-10 0:00,2019,12,Tuesday,0,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-10,0:00,10,0,2019-12-10 00:00:00,FALSE
7990,202010101,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,A7,28,0,2019-12-09 15:38,2019,12,Monday,15,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-09,15:38,9,38,2019-12-09 15:38:00,FALSE
7991,192099091,3410,,TOWED MOTOR VEHICLE,A7,28,0,2019-12-09 13:11,2019,12,Monday,13,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-09,13:11,9,11,2019-12-09 13:11:00,FALSE
7992,192099085,619,,LARCENY ALL OTHERS,A7,28,0,2019-12-09 11:25,2019,12,Monday,11,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-09,11:25,9,25,2019-12-09 11:25:00,FALSE
7993,192099201,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,2019-12-08 18:00,2019,12,Sunday,18,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-08,18:00,8,0,2019-12-08 18:00:00,FALSE
7994,192098854,3207,,PROPERTY - FOUND,A7,28,0,2019-12-08 16:05,2019,12,Sunday,16,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-08,16:05,8,5,2019-12-08 16:05:00,FALSE
7995,192098856,3201,,PROPERTY - LOST/ MISSING,A7,28,0,2019-12-08 14:30,2019,12,Sunday,14,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-08,14:30,8,30,2019-12-08 14:30:00,FALSE
7996,192098843,3207,,PROPERTY - FOUND,A7,28,0,2019-12-08 14:30,2019,12,Sunday,14,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-08,14:30,8,30,2019-12-08 14:30:00,FALSE
7997,192101966,617,,LARCENY THEFT FROM BUILDING,A7,28,0,2019-12-08 12:30,2019,12,Sunday,12,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-08,12:30,8,30,2019-12-08 12:30:00,FALSE
7998,192098788,423,,ASSAULT - AGGRAVATED,A7,28,0,2019-12-08 6:30,2019,12,Sunday,6,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-08,6:30,8,30,2019-12-08 06:30:00,FALSE
7999,192098629,801,,ASSAULT - SIMPLE,A7,28,0,2019-12-07 17:30,2019,12,Saturday,17,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-07,17:30,7,30,2019-12-07 17:30:00,FALSE
8000,202001432,801,,ASSAULT - SIMPLE,A7,28,0,2019-12-07 17:29,2019,12,Saturday,17,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-07,17:29,7,29,2019-12-07 17:29:00,FALSE
8001,192101954,1402,,VANDALISM,A7,28,0,2019-12-06 21:00,2019,12,Friday,21,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-06,21:00,6,0,2019-12-06 21:00:00,FALSE
8002,192098375,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,2019-12-06 18:57,2019,12,Friday,18,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-06,18:57,6,57,2019-12-06 18:57:00,FALSE
8003,192099754,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,A7,28,0,2019-12-06 18:30,2019,12,Friday,18,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-06,18:30,6,30,2019-12-06 18:30:00,FALSE
8004,192099199,617,,LARCENY THEFT FROM BUILDING,A7,28,0,2019-12-06 16:00,2019,12,Friday,16,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-06,16:00,6,0,2019-12-06 16:00:00,FALSE
8005,202004186,727,,AUTO THEFT - LEASED/RENTED VEHICLE,A7,28,0,2019-12-06 12:07,2019,12,Friday,12,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-06,12:07,6,7,2019-12-06 12:07:00,FALSE
8006,192098192,3115,,INVESTIGATE PERSON,A7,28,0,2019-12-06 6:00,2019,12,Friday,6,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-06,6:00,6,0,2019-12-06 06:00:00,FALSE
8007,192099181,617,,LARCENY THEFT FROM BUILDING,A7,28,0,2019-12-05 15:55,2019,12,Thursday,15,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-05,15:55,5,55,2019-12-05 15:55:00,FALSE
8008,192098246,3115,,INVESTIGATE PERSON,A7,28,0,2019-12-05 14:30,2019,12,Thursday,14,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-05,14:30,5,30,2019-12-05 14:30:00,FALSE
8009,192097972,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,28,0,2019-12-05 13:48,2019,12,Thursday,13,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-05,13:48,5,48,2019-12-05 13:48:00,FALSE
8010,192098374,3501,,MISSING PERSON,A7,28,0,2019-12-05 7:00,2019,12,Thursday,7,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-05,7:00,5,0,2019-12-05 07:00:00,FALSE
8011,192098040,2007,,VIOLATION - RESTRAINING ORDER (NO ARREST),A7,28,0,2019-12-04 17:43,2019,12,Wednesday,17,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-04,17:43,4,43,2019-12-04 17:43:00,FALSE
8012,192100599,619,,LARCENY ALL OTHERS,A7,28,0,2019-12-04 16:15,2019,12,Wednesday,16,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-04,16:15,4,15,2019-12-04 16:15:00,FALSE
8013,192097759,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,2019-12-04 14:00,2019,12,Wednesday,14,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-04,14:00,4,0,2019-12-04 14:00:00,FALSE
8014,192099869,1102,,FRAUD - FALSE PRETENSE / SCHEME,A7,28,0,2019-12-04 12:13,2019,12,Wednesday,12,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-04,12:13,4,13,2019-12-04 12:13:00,FALSE
8015,192097509,2647,,THREATS TO DO BODILY HARM,A7,28,0,2019-12-03 19:23,2019,12,Tuesday,19,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-03,19:23,3,23,2019-12-03 19:23:00,FALSE
8016,192097610,2007,,VIOLATION - RESTRAINING ORDER (NO ARREST),A7,28,0,2019-12-03 16:00,2019,12,Tuesday,16,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-03,16:00,3,0,2019-12-03 16:00:00,FALSE
8017,192099469,619,,LARCENY ALL OTHERS,A7,28,0,2019-12-02 15:12,2019,12,Monday,15,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-02,15:12,2,12,2019-12-02 15:12:00,FALSE
8018,202010301,619,,LARCENY ALL OTHERS,A7,28,0,2019-12-01 9:00,2019,12,Sunday,9,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-12-01,9:00,1,0,2019-12-01 09:00:00,FALSE
8019,192096694,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,28,0,2019-11-30 11:45,2019,11,Saturday,11,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-11-30,11:45,30,45,2019-11-30 11:45:00,FALSE
8020,192102356,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,0,2019-11-29 13:25,2019,11,Friday,13,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-11-29,13:25,29,25,2019-11-29 13:25:00,FALSE
8021,192097408,540,,BURGLARY - COMMERICAL,A7,28,0,2019-11-29 13:08,2019,11,Friday,13,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-11-29,13:08,29,8,2019-11-29 13:08:00,FALSE
8022,192096454,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A7,28,0,2019-11-29 13:00,2019,11,Friday,13,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-11-29,13:00,29,0,2019-11-29 13:00:00,FALSE
8023,192096094,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,27,0,2019-11-27 14:30,2019,11,Wednesday,14,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-11-27,14:30,27,30,2019-11-27 14:30:00,FALSE
8024,192095658,1402,,VANDALISM,A7,28,0,2019-11-25 22:00,2019,11,Monday,22,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-11-25,22:00,25,0,2019-11-25 22:00:00,FALSE
8025,192095411,3207,,PROPERTY - FOUND,A7,28,0,2019-11-25 14:15,2019,11,Monday,14,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-11-25,14:15,25,15,2019-11-25 14:15:00,TRUE
8026,192096452,617,,LARCENY THEFT FROM BUILDING,A7,28,0,2019-11-25 12:30,2019,11,Monday,12,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-11-25,12:30,25,30,2019-11-25 12:30:00,TRUE
8027,192095215,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A7,28,0,2019-11-24 18:55,2019,11,Sunday,18,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-11-24,18:55,24,55,2019-11-24 18:55:00,FALSE
8028,202009724,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A7,28,0,2019-11-24 12:00,2019,11,Sunday,12,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-11-24,12:00,24,0,2019-11-24 12:00:00,FALSE
8029,192094320,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,A7, ,0,2019-11-21 14:25,2019,11,Thursday,14,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-11-21,14:25,21,25,2019-11-21 14:25:00,FALSE
8030,192094413,619,,LARCENY ALL OTHERS,A7,28,0,2019-11-21 12:30,2019,11,Thursday,12,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-11-21,12:30,21,30,2019-11-21 12:30:00,FALSE
8031,202073331,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A7,28,0,2019-11-21 10:00,2019,11,Thursday,10,,PARIS ST,42.370816999999995,-71.03929000000001,"(42.37081700, -71.03929000)",2019-11-21,10:00,21,0,2019-11-21 10:00:00,FALSE
