INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,DATE,TIME,DAY,MIN,DATETIME,MATCH_TENTH_KM,FID,OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_STAr,Shape_STLe,Shape__Area,Shape__Length
I192059215,2647,Other,THREATS TO DO BODILY HARM,A1,105,,2019-07-31 7:03,2019,7,Wednesday,7,Part Two,FRANKLIN ST,42.35603279,-71.05919355,"(42.35603279, -71.05919355)",2019-07-31,7:03:00,31,3,2019-07-31 7:03,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192046871,617,Larceny,LARCENY THEFT FROM BUILDING,A1,104,,2019-06-20 14:00,2019,6,Thursday,14,Part One,FRANKLIN ST,42.35603279,-71.05919355,"(42.35603279, -71.05919355)",2019-06-20,14:00:00,20,0,2019-06-20 14:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192027525,1107,Fraud,FRAUD - IMPERSONATION,A1,105,,2019-04-13 13:00,2019,4,Saturday,13,Part Two,FRANKLIN ST,42.35603279,-71.05919355,"(42.35603279, -71.05919355)",2019-04-13,13:00:00,13,0,2019-04-13 13:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192055322,2629,Harassment,HARASSMENT,A1,105,,2019-02-01 8:00,2019,2,Friday,8,Part Two,FRANKLIN ST,42.35603279,-71.05919355,"(42.35603279, -71.05919355)",2019-02-01,8:00:00,1,0,2019-02-01 8:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192065219,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,108,,2019-08-19 10:40,2019,8,Monday,10,Part Three,CONGRESS ST,42.35617999,-71.05611158,"(42.35617999, -71.05611158)",2019-08-19,10:40:00,19,40,2019-08-19 10:40,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192097526,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),A1, ,0,2019-12-03 18:00,2019,12,Tuesday,18,,,42.356249,-71.062271,"(42.35624900, -71.06227100)",2019-12-03,18:00:00,3,0,2019-12-03 18:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192088805,3410,,TOWED MOTOR VEHICLE,A1,99,0,2019-11-02 9:30,2019,11,Saturday,9,,POST OFFICE SQ,42.356321,-71.055661,"(42.35632100, -71.05566100)",2019-11-02,9:30:00,2,30,2019-11-02 9:30,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192087608,3201,,PROPERTY - LOST/ MISSING,A1,108,0,2019-10-29 9:50,2019,10,Tuesday,9,,POST OFFICE SQ,42.356321,-71.055661,"(42.35632100, -71.05566100)",2019-10-29,9:50:00,29,50,2019-10-29 9:50,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192063053,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,A1,109,,2019-08-12 12:42,2019,8,Monday,12,Part Three,POST OFFICE SQ,42.35632205,-71.0556614,"(42.35632205, -71.05566140)",2019-08-12,12:42:00,12,42,2019-08-12 12:42,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192087657,3201,,PROPERTY - LOST/ MISSING,A1, ,0,2019-10-28 13:00,2019,10,Monday,13,,,42.35635,-71.059447,"(42.35635000, -71.05944700)",2019-10-28,13:00:00,28,0,2019-10-28 13:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192098091,3115,,INVESTIGATE PERSON,A1,102,0,2019-12-05 18:23,2019,12,Thursday,18,,TREMONT ST,42.356375,-71.062135,"(42.35637500, -71.06213500)",2019-12-05,18:23:00,5,23,2019-12-05 18:23,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192092025,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,102,0,2019-11-13 13:38,2019,11,Wednesday,13,,TREMONT ST,42.356375,-71.062135,"(42.35637500, -71.06213500)",2019-11-13,13:38:00,13,38,2019-11-13 13:38,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192090713,619,,LARCENY ALL OTHERS,A1,119,0,2019-11-08 18:48,2019,11,Friday,18,,TREMONT ST,42.356375,-71.062135,"(42.35637500, -71.06213500)",2019-11-08,18:48:00,8,48,2019-11-08 18:48,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192103110,301,,ROBBERY,A1,103,0,2019-12-23 13:01,2019,12,Monday,13,,WASHINGTON ST,42.356486,-71.059281,"(42.35648600, -71.05928100)",2019-12-23,13:01:00,23,1,2019-12-23 13:01,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192090927,1106,,FRAUD - CREDIT CARD / ATM FRAUD,A1,104,0,2019-11-08 15:00,2019,11,Friday,15,,WASHINGTON ST,42.356486,-71.059281,"(42.35648600, -71.05928100)",2019-11-08,15:00:00,8,0,2019-11-08 15:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192087315,2610,,TRESPASSING,A1,104,0,2019-10-28 13:57,2019,10,Monday,13,,WASHINGTON ST,42.356486,-71.059281,"(42.35648600, -71.05928100)",2019-10-28,13:57:00,28,57,2019-10-28 13:57,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192079092,613,,LARCENY SHOPLIFTING,A1,104,0,2019-09-30 11:00,2019,9,Monday,11,,WASHINGTON ST,42.356486,-71.059281,"(42.35648600, -71.05928100)",2019-09-30,11:00:00,30,0,2019-09-30 11:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192073172,613,Larceny,LARCENY SHOPLIFTING,A1,104,,2019-09-12 11:11,2019,9,Thursday,11,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2019-09-12,11:11:00,12,11,2019-09-12 11:11,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192072134,613,Larceny,LARCENY SHOPLIFTING,A1,104,,2019-09-09 9:46,2019,9,Monday,9,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2019-09-09,9:46:00,9,46,2019-09-09 9:46,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192070560,801,Simple Assault,ASSAULT - SIMPLE,A1,104,,2019-09-04 10:11,2019,9,Wednesday,10,Part Two,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2019-09-04,10:11:00,4,11,2019-09-04 10:11,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192070560,613,Larceny,LARCENY SHOPLIFTING,A1,104,,2019-09-04 10:11,2019,9,Wednesday,10,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2019-09-04,10:11:00,4,11,2019-09-04 10:11,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192070560,3115,Investigate Person,INVESTIGATE PERSON,A1,104,,2019-09-04 10:11,2019,9,Wednesday,10,Part Three,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2019-09-04,10:11:00,4,11,2019-09-04 10:11,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192061494,617,Larceny,LARCENY THEFT FROM BUILDING,A1,104,,2019-08-05 13:00,2019,8,Monday,13,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2019-08-05,13:00:00,5,0,2019-08-05 13:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192045112,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,104,,2019-06-14 12:04,2019,6,Friday,12,Part Two,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2019-06-14,12:04:00,14,4,2019-06-14 12:04,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192028529,613,Larceny,LARCENY SHOPLIFTING,A1,104,,2019-04-18 12:54,2019,4,Thursday,12,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2019-04-18,12:54:00,18,54,2019-04-18 12:54,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192025424,301,Robbery,ROBBERY - STREET,A1,104,,2019-04-06 7:00,2019,4,Saturday,7,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2019-04-06,7:00:00,6,0,2019-04-06 7:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192022100,617,Larceny,LARCENY THEFT FROM BUILDING,A1,103,,2019-03-26 10:22,2019,3,Tuesday,10,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2019-03-26,10:22:00,26,22,2019-03-26 10:22,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192007818,613,Larceny,LARCENY SHOPLIFTING,A1,104,,2019-01-30 9:46,2019,1,Wednesday,9,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2019-01-30,9:46:00,30,46,2019-01-30 9:46,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192002003,613,Larceny,LARCENY SHOPLIFTING,A1,104,,2019-01-08 10:43,2019,1,Tuesday,10,Part One,WASHINGTON ST,42.35648631,-71.05928145,"(42.35648631, -71.05928145)",2019-01-08,10:43:00,8,43,2019-01-08 10:43,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192100392,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2019-12-13 17:00,2019,12,Friday,17,,,42.356502,-71.062,"(42.35650200, -71.06200000)",2019-12-13,17:00:00,13,0,2019-12-13 17:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192099499,3005,,SICK ASSIST,A1,119,0,2019-12-10 17:44,2019,12,Tuesday,17,,,42.356502,-71.062,"(42.35650200, -71.06200000)",2019-12-10,17:44:00,10,44,2019-12-10 17:44,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192085568,613,,LARCENY SHOPLIFTING,A1,102,0,2019-10-22 14:01,2019,10,Tuesday,14,,BROMFIELD ST,42.35654,-71.059829,"(42.35654000, -71.05982900)",2019-10-22,14:01:00,22,1,2019-10-22 14:01,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192089472,2610,,TRESPASSING,A1,102,0,2019-11-04 17:15,2019,11,Monday,17,,TREMONT ST,42.356584,-71.061895,"(42.35658400, -71.06189500)",2019-11-04,17:15:00,4,15,2019-11-04 17:15,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192065606,2610,Other,TRESPASSING,A1,102,,2019-08-20 13:57,2019,8,Tuesday,13,Part Two,WESLEYAN PL,42.35661726,-71.06060465,"(42.35661726, -71.06060465)",2019-08-20,13:57:00,20,57,2019-08-20 13:57,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192065606,3125,Warrant Arrests,WARRANT ARREST,A1,102,,2019-08-20 13:57,2019,8,Tuesday,13,Part Three,WESLEYAN PL,42.35661726,-71.06060465,"(42.35661726, -71.06060465)",2019-08-20,13:57:00,20,57,2019-08-20 13:57,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192087391,2610,,TRESPASSING,A1, ,0,2019-10-28 19:15,2019,10,Monday,19,,,42.356668,-71.061791,"(42.35666800, -71.06179100)",2019-10-28,19:15:00,28,15,2019-10-28 19:15,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192091992,2657,,VIOLATION - CITY ORDINANCE,A1, ,0,2019-11-13 14:00,2019,11,Wednesday,14,,,42.356672,-71.061779,"(42.35667200, -71.06177900)",2019-11-13,14:00:00,13,0,2019-11-13 14:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192035832,1001,Counterfeiting,FORGERY / COUNTERFEITING,A1,100,,2019-05-14 17:25,2019,5,Tuesday,17,Part Two,FRANKLIN ST,42.35669329,-71.05374582,"(42.35669329, -71.05374582)",2019-05-14,17:25:00,14,25,2019-05-14 17:25,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192035021,619,Larceny,LARCENY ALL OTHERS,A1,100,,2019-05-10 22:30,2019,5,Friday,22,Part One,FRANKLIN ST,42.35669329,-71.05374582,"(42.35669329, -71.05374582)",2019-05-10,22:30:00,10,30,2019-05-10 22:30,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192066296,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A1,103,,2019-08-22 12:10,2019,8,Thursday,12,Part Three,BROMFIELD ST,42.35672129,-71.06022279,"(42.35672129, -71.06022279)",2019-08-22,12:10:00,22,10,2019-08-22 12:10,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192071269,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,98,,2019-08-20 10:00,2019,8,Tuesday,10,Part Two,MILK ST,42.35673302,-71.05755938,"(42.35673302, -71.05755938)",2019-08-20,10:00:00,20,0,2019-08-20 10:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192090650,2647,,THREATS TO DO BODILY HARM,A1,104,0,2019-11-07 12:00,2019,11,Thursday,12,,MILK ST,42.35674,-71.057946,"(42.35674000, -71.05794600)",2019-11-07,12:00:00,7,0,2019-11-07 12:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192063808,2610,Other,TRESPASSING,A1,98,,2019-08-14 17:44,2019,8,Wednesday,17,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-08-14,17:44:00,14,44,2019-08-14 17:44,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192041780,2610,Other,TRESPASSING,A1,98,,2019-06-03 19:21,2019,6,Monday,19,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-06-03,19:21:00,3,21,2019-06-03 19:21,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192098278,2610,,TRESPASSING,A1,102,0,2019-12-06 13:19,2019,12,Friday,13,,BROMFIELD ST,42.356758,-71.060329,"(42.35675800, -71.06032900)",2019-12-06,13:19:00,6,19,2019-12-06 13:19,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192075330,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,108,,2019-09-19 8:19,2019,9,Thursday,8,Part One,MILK ST,42.35678908,-71.05652771,"(42.35678908, -71.05652771)",2019-09-19,8:19:00,19,19,2019-09-19 8:19,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192075330,613,Larceny,LARCENY SHOPLIFTING,A1,108,,2019-09-19 8:19,2019,9,Thursday,8,Part One,MILK ST,42.35678908,-71.05652771,"(42.35678908, -71.05652771)",2019-09-19,8:19:00,19,19,2019-09-19 8:19,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192075330,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,108,,2019-09-19 8:19,2019,9,Thursday,8,Part Two,MILK ST,42.35678908,-71.05652771,"(42.35678908, -71.05652771)",2019-09-19,8:19:00,19,19,2019-09-19 8:19,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192099050,3110,,SERVICE TO OTHER AGENCY,A1,103,0,2019-12-09 10:55,2019,12,Monday,10,,WASHINGTON ST,42.3568,-71.05893,"(42.35680000, -71.05893000)",2019-12-09,10:55:00,9,55,2019-12-09 10:55,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
192094213,613,,LARCENY SHOPLIFTING,A1,103,0,2019-11-21 9:16,2019,11,Thursday,9,,WASHINGTON ST,42.3568,-71.05893,"(42.35680000, -71.05893000)",2019-11-21,9:16:00,21,16,2019-11-21 9:16,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192074779,2672,Biological Threat,BIOLOGICAL THREATS,A1,103,,2019-09-17 14:56,2019,9,Tuesday,14,Part Two,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-09-17,14:56:00,17,56,2019-09-17 14:56,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192073191,613,Larceny,LARCENY SHOPLIFTING,A1,103,,2019-09-12 10:23,2019,9,Thursday,10,Part One,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-09-12,10:23:00,12,23,2019-09-12 10:23,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192065509,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A1,104,,2019-08-20 8:54,2019,8,Tuesday,8,Part Three,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-08-20,8:54:00,20,54,2019-08-20 8:54,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192064075,3301,Verbal Disputes,VERBAL DISPUTE,A1,104,,2019-08-15 14:00,2019,8,Thursday,14,Part Three,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-08-15,14:00:00,15,0,2019-08-15 14:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192053162,2647,Other,THREATS TO DO BODILY HARM,A1,103,,2019-07-11 8:34,2019,7,Thursday,8,Part Two,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-07-11,8:34:00,11,34,2019-07-11 8:34,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192053162,613,Larceny,LARCENY SHOPLIFTING,A1,103,,2019-07-11 8:34,2019,7,Thursday,8,Part One,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-07-11,8:34:00,11,34,2019-07-11 8:34,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192047006,613,Larceny,LARCENY SHOPLIFTING,A1,103,,2019-06-21 9:03,2019,6,Friday,9,Part One,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-06-21,9:03:00,21,3,2019-06-21 9:03,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192033369,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,A1,103,,2019-05-03 7:45,2019,5,Friday,7,Part Two,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-05-03,7:45:00,3,45,2019-05-03 7:45,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192028307,2647,Other,THREATS TO DO BODILY HARM,A1,103,,2019-04-17 13:43,2019,4,Wednesday,13,Part Two,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-04-17,13:43:00,17,43,2019-04-17 13:43,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192026748,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,A1,103,,2019-04-11 14:00,2019,4,Thursday,14,Part Three,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-04-11,14:00:00,11,0,2019-04-11 14:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192024900,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,103,,2019-04-04 14:00,2019,4,Thursday,14,Part Two,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-04-04,14:00:00,4,0,2019-04-04 14:00,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192024251,619,Larceny,LARCENY ALL OTHERS,A1,103,,2019-04-02 13:30,2019,4,Tuesday,13,Part One,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-04-02,13:30:00,2,30,2019-04-02 13:30,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192016803,613,Larceny,LARCENY SHOPLIFTING,A1,103,,2019-03-05 8:08,2019,3,Tuesday,8,Part One,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-03-05,8:08:00,5,8,2019-03-05 8:08,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
I192005718,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A1,103,,2019-01-22 14:13,2019,1,Tuesday,14,Part Two,WASHINGTON ST,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",2019-01-22,14:13:00,22,13,2019-01-22 14:13,TRUE,124,124,25,25,70101,25025070101,701.01,Census Tract 701.01,G5020,S,1019135,89007,42.3524416,-71.0575175,11927101.33,17503.59873,2030316.219,7222.242724
