fiscal_year,revenue_category_name,fund_category_name,fund_number,sub_fund,sub_fund_name,fund_name,revenue_class_name,cabinet_name,department_code,department_name,revenue_source,revenue_source_name,revenue_collected,fiscal_period,apd_nm,trans_no,fiscal_period_month,fund_number_fund_name,department_code_department,revenue_source_revenue_source
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,POL,DEPARTMENT OF STATE POLICE,3500,REIMBURSEMENTS,248718.82,4,October,201901001004POL,04 (October),General Fund (0010),DEPARTMENT OF STATE POLICE (POL),REIMBURSEMENTS (3500)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,ENVIRONMENTAL AFFAIRS,EQE,DEPARTMENT OF ENVIRONMENTAL PROTECTION,6900,MISC,203.35,4,October,201901001007EQE,04 (October),General Fund (0010),DEPARTMENT OF ENVIRONMENTAL PROTECTION (EQE),MISC (6900)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,THE CENTER FOR HEALTH INFORMATION & ANALYSIS,HCF,CENTER FOR HEALTH INFORMATION & ANALYSIS,6900,MISC,-250,4,October,201901001007HCF,04 (October),General Fund (0010),CENTER FOR HEALTH INFORMATION & ANALYSIS (HCF),MISC (6900)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,TREASURER & RECEIVER GENERAL,TRE,OFFICE OF THE STATE TREASURER,3006,LICENSES-WHOLESALE AND IMPORT,6851,10,April,201901001004TRE,10 (April),General Fund (0010),OFFICE OF THE STATE TREASURER (TRE),LICENSES-WHOLESALE AND IMPORT (3006)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,INSPECTOR GENERAL,IGO,OFFICE OF INSPECTOR GENERAL,0500,FEES,44195,5,November,201901001004IGO,05 (November),General Fund (0010),OFFICE OF INSPECTOR GENERAL (IGO),FEES (0500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FINES AND PENALTIES,ENVIRONMENTAL AFFAIRS,EQE,DEPARTMENT OF ENVIRONMENTAL PROTECTION,2751,LATE PAYMENT/INTEREST,0,3,September,201901001004EQE,03 (September),General Fund (0010),DEPARTMENT OF ENVIRONMENTAL PROTECTION (EQE),LATE PAYMENT/INTEREST (2751)
2019,DEPARTMENTAL,Budgeted Funds,0103,0000,Zero Subfund for 0103 Fund,Commonwealth Transportation Fund,MISCELLANEOUS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,EED,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,4200,Grant/Loan Repayment,7747,5,November,201901010304EED,05 (November),Commonwealth Transportation Fund (0103),EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT (EED),Grant/Loan Repayment (4200)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,CHE,SOLDIERS' HOME in MASSACHUSETTS,5203,FED OPERAT REIMB-MEDIC-TLE 18,3950.54,7,January,201901001003CHE,07 (January),General Fund (0010),SOLDIERS' HOME in MASSACHUSETTS (CHE),FED OPERAT REIMB-MEDIC-TLE 18 (5203)
2019,CHARGEBACK REVENUES,Budgeted Funds,0015,INTG,INTERGOVERNMENTAL SERVICES,Intragovernmental Services Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,HRD,HUMAN RESOURCES DIVISION,BWCL,HRD Workers' Comp Litigation,276827.16,3,September,2019010015CBHRD,03 (September),Intragovernmental Services Fund (0015),HUMAN RESOURCES DIVISION (HRD),HRD Workers' Comp Litigation (BWCL)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,SECRETARY OF STATE,SEC,SECRETARY OF STATE,0689,LATE FEES - TAX DISCLOSURE,4000,6,December,201901001004SEC,06 (December),General Fund (0010),SECRETARY OF STATE (SEC),LATE FEES - TAX DISCLOSURE (0689)
2019,CHARGEBACK REVENUES,Budgeted Funds,0015,INTG,INTERGOVERNMENTAL SERVICES,Intragovernmental Services Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,HRD,HUMAN RESOURCES DIVISION,BHRP,HR Administrative Processing Costs,9008,5,November,2019010015CBHRD,05 (November),Intragovernmental Services Fund (0015),HUMAN RESOURCES DIVISION (HRD),HR Administrative Processing Costs (BHRP)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,TREASURER & RECEIVER GENERAL,TRE,OFFICE OF THE STATE TREASURER,3011,LICENSES-SALESMEN,281200,4,October,201901001004TRE,04 (October),General Fund (0010),OFFICE OF THE STATE TREASURER (TRE),LICENSES-SALESMEN (3011)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,SECRETARY OF STATE,SEC,SECRETARY OF STATE,0514,NON-PROFIT CHARTERS,7530,9,March,201901001004SEC,09 (March),General Fund (0010),SECRETARY OF STATE (SEC),NON-PROFIT CHARTERS (0514)
2019,INVESTMENT EARNINGS,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,INTEREST INCOME,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EHS,EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES,2120,INTEREST DMS,36565.24,13,Adjustment 1,201901001005EHS,13 (Adjustment 1),General Fund (0010),EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES (EHS),INTEREST DMS (2120)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3541,Board & Care 3rd Party,45293.2,9,March,201901001004DPH,09 (March),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),Board & Care 3rd Party (3541)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,ELD,DEPARTMENT OF ELDER AFFAIRS,0500,FEES,148325,2,August,201901001004ELD,02 (August),General Fund (0010),DEPARTMENT OF ELDER AFFAIRS (ELD),FEES (0500)
2019,CHARGEBACK REVENUES,Budgeted Funds,0015,INTG,INTERGOVERNMENTAL SERVICES,Intragovernmental Services Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,HRD,HUMAN RESOURCES DIVISION,BWCL,HRD Workers' Comp Litigation,1340.05,7,January,2019010015CBHRD,07 (January),Intragovernmental Services Fund (0015),HUMAN RESOURCES DIVISION (HRD),HRD Workers' Comp Litigation (BWCL)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3154,LICENSES,6300,10,April,201901001004DPH,10 (April),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),LICENSES (3154)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3065,LICENSES-ALCOHOL BEVERAGES,10050,2,August,201901001004DPH,02 (August),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),LICENSES-ALCOHOL BEVERAGES (3065)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,ENVIRONMENTAL AFFAIRS,DPU,DEPARTMENT OF PUBLIC UTILITIES,0631,FEES-FILINGS,900,13,Adjustment 1,201901001004DPU,13 (Adjustment 1),General Fund (0010),DEPARTMENT OF PUBLIC UTILITIES (DPU),FEES-FILINGS (0631)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,CHE,SOLDIERS' HOME in MASSACHUSETTS,5203,FED OPERAT REIMB-MEDIC-TLE 18,0,1,July,201901001003CHE,01 (July),General Fund (0010),SOLDIERS' HOME in MASSACHUSETTS (CHE),FED OPERAT REIMB-MEDIC-TLE 18 (5203)
2019,DEPARTMENTAL,Budgeted Funds,2001,0001,Marijuana Regulation Fund,Marijuana Regulation Fund,LICENSE AND PERMITS,CANNABIS CONTROL COMMISSION,CNB,CANNABIS CONTROL COMMISSION,3125,Marijuana Cultivator License,31250,10,April,201901200104CNB,10 (April),Marijuana Regulation Fund (2001),CANNABIS CONTROL COMMISSION (CNB),Marijuana Cultivator License (3125)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,COMMISSION AGAINST DISCRIMINATION,CAD,COMMISSION AGAINST DISCRIMINATION,0500,FEES,22905,12,June,201901001004CAD,12 (June),General Fund (0010),COMMISSION AGAINST DISCRIMINATION (CAD),FEES (0500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,0605,FEES-RESEARCHER REGISTRATION,700,12,June,201901001004DPH,12 (June),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),FEES-RESEARCHER REGISTRATION (0605)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,CHE,SOLDIERS' HOME in MASSACHUSETTS,3508,REIMB-MEALS,1100,3,September,201901001004CHE,03 (September),General Fund (0010),SOLDIERS' HOME in MASSACHUSETTS (CHE),REIMB-MEALS (3508)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,SECRETARY OF STATE,SEC,SECRETARY OF STATE,0526,FEES-LABELS/TRADEMARKS,12240,3,September,201901001004SEC,03 (September),General Fund (0010),SECRETARY OF STATE (SEC),FEES-LABELS/TRADEMARKS (0526)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,TAXES CIGARETTE,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0218,CIGARS AND SMOKING TOBACCO,204397.12,3,September,201901001001DOR,03 (September),General Fund (0010),DEPARTMENT OF REVENUE (DOR),CIGARS AND SMOKING TOBACCO (0218)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,ENVIRONMENTAL AFFAIRS,EQE,DEPARTMENT OF ENVIRONMENTAL PROTECTION,0702,FEES,14180,8,February,201901001004EQE,08 (February),General Fund (0010),DEPARTMENT OF ENVIRONMENTAL PROTECTION (EQE),FEES (0702)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE of LABOR and WORKFORCE DEVELOPMENT,EOL,Executive Office of Labor and Workforce Development,3151,LICENSE ASBESTOS REMOVAL,11605,1,July,201901001004EOL,01 (July),General Fund (0010),Executive Office of Labor and Workforce Development (EOL),LICENSE ASBESTOS REMOVAL (3151)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,ALA,ADMINISTRATIVE LAW APPEALS DIVISION,0500,FEES,60,10,April,201901001004ALA,10 (April),General Fund (0010),ADMINISTRATIVE LAW APPEALS DIVISION (ALA),FEES (0500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,3114,LICENSES-FRATERNAL BENEFIT SOC,150,6,December,201901001004DOI,06 (December),General Fund (0010),DIVISION OF INSURANCE (DOI),LICENSES-FRATERNAL BENEFIT SOC (3114)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOS,DIVISION OF STANDARDS,3083,LICENSES-HAWKERS AND PEDDLERS,8558,9,March,201901001004DOS,09 (March),General Fund (0010),DIVISION OF STANDARDS (DOS),LICENSES-HAWKERS AND PEDDLERS (3083)
2019,CHARGEBACK REVENUES,Budgeted Funds,0015,ICAT,EHS-CORE ADMINISTRATION TECH,Intragovernmental Services Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EHS,EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES,AFAC,EHS Facilities Operations,601482.06,13,Adjustment 1,2019010015CBEHS,13 (Adjustment 1),Intragovernmental Services Fund (0015),EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES (EHS),EHS Facilities Operations (AFAC)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,RENTS,ENVIRONMENTAL AFFAIRS,DCR,DEPARTMENT CONSERVATION AND RECREATION,4006,RENT,251660,10,April,201901001004DCR,10 (April),General Fund (0010),DEPARTMENT CONSERVATION AND RECREATION (DCR),RENT (4006)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,REG,DIVISION OF PROFESSIONAL LICENSURE,0531,FEES,22925,8,February,201901001004REG,08 (February),General Fund (0010),DIVISION OF PROFESSIONAL LICENSURE (REG),FEES (0531)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FINES AND PENALTIES,ENVIRONMENTAL AFFAIRS,EQE,DEPARTMENT OF ENVIRONMENTAL PROTECTION,2703,FINES-PENALTIES -EQE,51115.73,2,August,201901001004EQE,02 (August),General Fund (0010),DEPARTMENT OF ENVIRONMENTAL PROTECTION (EQE),FINES-PENALTIES -EQE (2703)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3545,Reimb - Medicare Part D,413693.9,13,Adjustment 1,201901001004DPH,13 (Adjustment 1),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),Reimb - Medicare Part D (3545)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,TAXES INCOME,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0179,FIDO PARTNER INCOME,26170219.31,7,January,201901001001DOR,07 (January),General Fund (0010),DEPARTMENT OF REVENUE (DOR),FIDO PARTNER INCOME (0179)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,CJT,Municipal Police Training Committee,6900,MISC,-42226.95,7,January,201901001007CJT,07 (January),General Fund (0010),Municipal Police Training Committee (CJT),MISC (6900)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,RENTS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DMH,DEPARTMENT OF MENTAL HEALTH,4000,RENTS,600,1,July,201901001004DMH,01 (July),General Fund (0010),DEPARTMENT OF MENTAL HEALTH (DMH),RENTS (4000)
2019,ASSESSMENTS,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,SPECIAL ASSESSMENTS,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,GIC,GROUP INSURANCE COMMISSION,4810,ASSESSMENT-GOVT RETIREE INS.,3906,8,February,201901001002GIC,08 (February),General Fund (0010),GROUP INSURANCE COMMISSION (GIC),ASSESSMENT-GOVT RETIREE INS. (4810)
2019,PENSION CONTRIBUTIONS,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,PENSIONS - OTHER,TREASURER & RECEIVER GENERAL,TRE,OFFICE OF THE STATE TREASURER,2054,3-8-C STATE SYSTEM,8396398.2,1,July,201901001006TRE,01 (July),General Fund (0010),OFFICE OF THE STATE TREASURER (TRE),3-8-C STATE SYSTEM (2054)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,ENVIRONMENTAL AFFAIRS,AGR,DEPARTMENT of AGRICULTURAL RESOURCES,3072,LICENSES-MILK DEALERS,1850.47,8,February,201901001004AGR,08 (February),General Fund (0010),DEPARTMENT of AGRICULTURAL RESOURCES (AGR),LICENSES-MILK DEALERS (3072)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EHS,EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES,5275,DISPROP. SHARE MEDICAID,20250000,6,December,201901001003EHS,06 (December),General Fund (0010),EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES (EHS),DISPROP. SHARE MEDICAID (5275)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,3508,REIMB-MEALS,881.5,1,July,201901001004HSD,01 (July),General Fund (0010),SHERIFF DEPARTMENT HAMPSHIRE (HSD),REIMB-MEALS (3508)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,SURCHARGES,SECRETARY OF STATE,SEC,SECRETARY OF STATE,0189,MUNICIPAL LIEN SURCHARGE($10),0,7,January,201901001001SEC,07 (January),General Fund (0010),SECRETARY OF STATE (SEC),MUNICIPAL LIEN SURCHARGE($10) (0189)
2019,CHARGEBACK REVENUES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,COMMISSION AGAINST DISCRIMINATION,CAD,COMMISSION AGAINST DISCRIMINATION,BDPC,Discr Prev Cert Prgm,1200,4,October,2019010010CBCAD,04 (October),General Fund (0010),COMMISSION AGAINST DISCRIMINATION (CAD),Discr Prev Cert Prgm (BDPC)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DMR,DEPARTMENT OF DEVELOPMENTAL SERVICES,3545,Reimb - Medicare Part D,84527,11,May,201901001004DMR,11 (May),General Fund (0010),DEPARTMENT OF DEVELOPMENTAL SERVICES (DMR),Reimb - Medicare Part D (3545)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,ENVIRONMENTAL AFFAIRS,DPU,DEPARTMENT OF PUBLIC UTILITIES,3049,LICENSES-BUS PERMITS,1000,5,November,201901001004DPU,05 (November),General Fund (0010),DEPARTMENT OF PUBLIC UTILITIES (DPU),LICENSES-BUS PERMITS (3049)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3066,LICENSES-NON-ALCOHOL BEVERAGES,1875,6,December,201901001004DPH,06 (December),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),LICENSES-NON-ALCOHOL BEVERAGES (3066)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,NON TAX UNIT SPECIAL PROJECTS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EHS,EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES,5259,FFP CHILPS,89503189,4,October,201901001003EHS,04 (October),General Fund (0010),EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES (EHS),FFP CHILPS (5259)
2019,DEPARTMENTAL,Budgeted Funds,0090,4832,Public Safety Training Fund,Public Safety Training Fund,FEES,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,EPS,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,0500,FEES,76297.25,6,December,201901009004EPS,06 (December),Public Safety Training Fund (0090),EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY (EPS),FEES (0500)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DMH,DEPARTMENT OF MENTAL HEALTH,5247,CASE MANAGE SERVICES,-1720331,4,October,201901001003DMH,04 (October),General Fund (0010),DEPARTMENT OF MENTAL HEALTH (DMH),CASE MANAGE SERVICES (5247)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,ENVIRONMENTAL AFFAIRS,DCR,DEPARTMENT CONSERVATION AND RECREATION,2202,CMVI COLLECTION,1870.93,1,July,201901001004DCR,01 (July),General Fund (0010),DEPARTMENT CONSERVATION AND RECREATION (DCR),CMVI COLLECTION (2202)
2019,CHARGEBACK REVENUES,Budgeted Funds,0015,INTG,INTERGOVERNMENTAL SERVICES,Intragovernmental Services Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,POL,DEPARTMENT OF STATE POLICE,BINV,POL Confidential Investigations,2549.92,2,August,2019010015CBPOL,02 (August),Intragovernmental Services Fund (0015),DEPARTMENT OF STATE POLICE (POL),POL Confidential Investigations (BINV)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,JUDICIARY,CPC,COMMITTEE FOR PUBLIC COUNSEL SERVICES,6900,MISC,3402.71,11,May,201901001007CPC,11 (May),General Fund (0010),COMMITTEE FOR PUBLIC COUNSEL SERVICES (CPC),MISC (6900)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,0500,FEES,8457,4,October,201901001004SDF,04 (October),General Fund (0010),SHERIFF DEPARTMENT FRANKLIN (SDF),FEES (0500)
2019,TAXES,Budgeted Funds,0103,ABP1,Recovery Zone Special Obligation Bonds,Commonwealth Transportation Fund,TAXES MOTOR FUEL,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0113,SPECIAL FUELS (88.24),7719147.69,10,April,201901010301DOR,10 (April),Commonwealth Transportation Fund (0103),DEPARTMENT OF REVENUE (DOR),SPECIAL FUELS (88.24) (0113)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOB,DIVISION OF BANKS,0547,CONSUMER CREDIT EXAM,44820,12,June,201901001004DOB,12 (June),General Fund (0010),DIVISION OF BANKS (DOB),CONSUMER CREDIT EXAM (0547)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,MIL,MILITARY DIVISION,6900,MISC,232872.79,5,November,201901001007MIL,05 (November),General Fund (0010),MILITARY DIVISION (MIL),MISC (6900)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,5307,Reimbursement - Med Title XVIII,17805,9,March,201901001003DPH,09 (March),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),Reimbursement - Med Title XVIII (5307)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,0559,FEES-POLICY FORM SUBMISSION,60975,11,May,201901001004DOI,11 (May),General Fund (0010),DIVISION OF INSURANCE (DOI),FEES-POLICY FORM SUBMISSION (0559)
2019,CHARGEBACK REVENUES,Budgeted Funds,0015,INTG,INTERGOVERNMENTAL SERVICES,Intragovernmental Services Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF EDUCATION,EDU,EXECUTIVE OFFICE OF EDUCATION,BITH,EDU IT Consolidation,59216,10,April,2019010015CBEDU,10 (April),Intragovernmental Services Fund (0015),EXECUTIVE OFFICE OF EDUCATION (EDU),EDU IT Consolidation (BITH)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,CHS,CRIMINAL JUSTICE INFORMATION SERVICES DEPARTMENT,0500,FEES,811750,9,March,201901001004CHS,09 (March),General Fund (0010),CRIMINAL JUSTICE INFORMATION SERVICES DEPARTMENT (CHS),FEES (0500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,SECRETARY OF STATE,SEC,SECRETARY OF STATE,0523,FEES-COMMISSIONS,71984,8,February,201901001004SEC,08 (February),General Fund (0010),SECRETARY OF STATE (SEC),FEES-COMMISSIONS (0523)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EHS,EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES,5202,FED OPERAT REIMB-MED TLE XIX,-390552681.2,9,March,201901001003EHS,09 (March),General Fund (0010),EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES (EHS),FED OPERAT REIMB-MED TLE XIX (5202)
2019,CHARGEBACK REVENUES,Budgeted Funds,0015,INTG,INTERGOVERNMENTAL SERVICES,Intragovernmental Services Fund,REIMBURSEMENT FOR SERVICES,CTR/FAD ACCOUNTING ENTITIES,CTR,OFFICE OF THE COMPTROLLER,BUCC,CTR Unemployment Insurance (UI),6436864,11,May,2019010015CBCTR,11 (May),Intragovernmental Services Fund (0015),OFFICE OF THE COMPTROLLER (CTR),CTR Unemployment Insurance (UI) (BUCC)
2019,OTHER FINANCING SOURCES,Budgeted Funds,0103,0000,Zero Subfund for 0103 Fund,Commonwealth Transportation Fund,OPERATING TRANSFERS IN,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,DOT,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,9210,Transfer- Cat 1 Licensee Gaming Revenue,806718.76,9,March,201901010308DOT,09 (March),Commonwealth Transportation Fund (0103),MASSACHUSETTS DEPARTMENT OF TRANSPORTATION (DOT),Transfer- Cat 1 Licensee Gaming Revenue (9210)
